Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_BrokenLocator1,Chrome 129.0.0.0,,,04-10-2024 19:07:32,04-10-2024 19:07:46,14.142s,PASSED
,,,,,,,
Test Cases/BrokenLocator1,Chrome 129.0.0.0,,,04-10-2024 19:07:32,04-10-2024 19:07:46,13.974s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,04-10-2024 19:07:32,04-10-2024 19:07:34,1.719s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/"")",Chrome 129.0.0.0,,,04-10-2024 19:07:34,04-10-2024 19:07:35,0.793s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Enter the Store""))",Chrome 129.0.0.0,,,04-10-2024 19:07:35,04-10-2024 19:07:36,1.190s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Sign In""))",Chrome 129.0.0.0,,,04-10-2024 19:07:36,04-10-2024 19:07:38,2.011s,PASSED
"setText(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_username""), ""mohan"")",Chrome 129.0.0.0,,,04-10-2024 19:07:38,04-10-2024 19:07:39,0.653s,PASSED
"setText(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_password""), ""mohan"")",Chrome 129.0.0.0,,,04-10-2024 19:07:39,04-10-2024 19:07:40,0.698s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_signon""))",Chrome 129.0.0.0,,,04-10-2024 19:07:40,04-10-2024 19:07:40,0.756s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/img""))",Chrome 129.0.0.0,,,04-10-2024 19:07:40,04-10-2024 19:07:41,0.566s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_FI-SW-01""))",Chrome 129.0.0.0,,,04-10-2024 19:07:41,04-10-2024 19:07:41,0.607s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_EST-1""))",Chrome 129.0.0.0,,,04-10-2024 19:07:41,04-10-2024 19:07:43,1.070s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Add to Cart""))",Chrome 129.0.0.0,,,04-10-2024 19:07:43,04-10-2024 19:07:43,0.667s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Proceed to Checkout""))",Chrome 129.0.0.0,,,04-10-2024 19:07:43,04-10-2024 19:07:44,0.560s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Ship to different address_newOrder""))",Chrome 129.0.0.0,,,04-10-2024 19:07:44,04-10-2024 19:07:44,0.551s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Confirm""))",Chrome 129.0.0.0,,,04-10-2024 19:07:44,04-10-2024 19:07:45,0.528s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Return to Main Menu""))",Chrome 129.0.0.0,,,04-10-2024 19:07:45,04-10-2024 19:07:45,0.529s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Sign Out""))",Chrome 129.0.0.0,,,04-10-2024 19:07:45,04-10-2024 19:07:46,0.664s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,04-10-2024 19:07:46,04-10-2024 19:07:46,0.161s,PASSED
