Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_BrokenLocator3,Chrome 129.0.0.0,,,04-10-2024 19:09:50,04-10-2024 19:10:03,13.332s,PASSED
,,,,,,,
Test Cases/BrokenLocator 3,Chrome 129.0.0.0,,,04-10-2024 19:09:50,04-10-2024 19:10:03,13.166s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,04-10-2024 19:09:50,04-10-2024 19:09:52,1.794s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/"")",Chrome 129.0.0.0,,,04-10-2024 19:09:52,04-10-2024 19:09:53,0.986s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Enter the Store""))",Chrome 129.0.0.0,,,04-10-2024 19:09:53,04-10-2024 19:09:54,1.233s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Sign In""))",Chrome 129.0.0.0,,,04-10-2024 19:09:54,04-10-2024 19:09:55,0.640s,PASSED
"setText(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_username""), ""mohan"")",Chrome 129.0.0.0,,,04-10-2024 19:09:55,04-10-2024 19:09:56,0.644s,PASSED
"setText(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_password""), ""mohan"")",Chrome 129.0.0.0,,,04-10-2024 19:09:56,04-10-2024 19:09:56,0.658s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_signon""))",Chrome 129.0.0.0,,,04-10-2024 19:09:56,04-10-2024 19:09:57,0.770s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/img""))",Chrome 129.0.0.0,,,04-10-2024 19:09:57,04-10-2024 19:09:58,0.565s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_FI-SW-01""))",Chrome 129.0.0.0,,,04-10-2024 19:09:58,04-10-2024 19:09:58,0.638s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_EST-1""))",Chrome 129.0.0.0,,,04-10-2024 19:09:58,04-10-2024 19:09:59,0.978s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Add to Cart""))",Chrome 129.0.0.0,,,04-10-2024 19:09:59,04-10-2024 19:10:00,0.664s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Proceed to Checkout""))",Chrome 129.0.0.0,,,04-10-2024 19:10:00,04-10-2024 19:10:01,0.624s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Ship to different address_newOrder""))",Chrome 129.0.0.0,,,04-10-2024 19:10:01,04-10-2024 19:10:01,0.594s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Confirm""))",Chrome 129.0.0.0,,,04-10-2024 19:10:01,04-10-2024 19:10:02,0.581s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Return to Main Menu""))",Chrome 129.0.0.0,,,04-10-2024 19:10:02,04-10-2024 19:10:02,0.595s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Sign Out""))",Chrome 129.0.0.0,,,04-10-2024 19:10:02,04-10-2024 19:10:03,0.694s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,04-10-2024 19:10:03,04-10-2024 19:10:03,0.224s,PASSED
