Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_ProductNavigation,Chrome 129.0.0.0,,,29-09-2024 10:13:26,29-09-2024 10:13:37,11.242s,PASSED
,,,,,,,
Test Cases/TC_Productnavigation,Chrome 129.0.0.0,,RegressionTest,29-09-2024 10:13:26,29-09-2024 10:13:37,10.900s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,29-09-2024 10:13:27,29-09-2024 10:13:30,3.012s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/"")",Chrome 129.0.0.0,,,29-09-2024 10:13:30,29-09-2024 10:13:31,0.811s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/a_Enter the Store""), 0)",Chrome 129.0.0.0,,,29-09-2024 10:13:31,29-09-2024 10:13:31,0.505s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/a_Enter the Store""))",Chrome 129.0.0.0,,,29-09-2024 10:13:31,29-09-2024 10:13:32,1.075s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/img""))",Chrome 129.0.0.0,,,29-09-2024 10:13:32,29-09-2024 10:13:33,0.584s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/a_FI-SW-01""))",Chrome 129.0.0.0,,,29-09-2024 10:13:33,29-09-2024 10:13:33,0.594s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/a_EST-1""))",Chrome 129.0.0.0,,,29-09-2024 10:13:33,29-09-2024 10:13:34,0.948s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/a_Add to Cart""))",Chrome 129.0.0.0,,,29-09-2024 10:13:34,29-09-2024 10:13:35,0.676s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/a_Proceed to Checkout""))",Chrome 129.0.0.0,,,29-09-2024 10:13:35,29-09-2024 10:13:36,0.626s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/img""))",Chrome 129.0.0.0,,,29-09-2024 10:13:36,29-09-2024 10:13:36,0.646s,PASSED
"click(findTestObject(""Object Repository/ProductNavigation_Fish/Page_JPetStore Demo/a_Return to Main Menu""))",Chrome 129.0.0.0,,,29-09-2024 10:13:36,29-09-2024 10:13:37,0.639s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,29-09-2024 10:13:37,29-09-2024 10:13:37,0.231s,PASSED
