Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_BrokenLocator5,Chrome 129.0.0.0,,,04-10-2024 19:11:09,04-10-2024 19:11:23,13.809s,PASSED
,,,,,,,
Test Cases/BrokenLocator5,Chrome 129.0.0.0,,,04-10-2024 19:11:09,04-10-2024 19:11:23,13.641s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,04-10-2024 19:11:09,04-10-2024 19:11:11,1.816s,PASSED
"navigateToUrl(""https://petstore.octoperf.com/"")",Chrome 129.0.0.0,,,04-10-2024 19:11:11,04-10-2024 19:11:12,0.994s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Enter the Store""))",Chrome 129.0.0.0,,,04-10-2024 19:11:12,04-10-2024 19:11:13,1.214s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Sign In""))",Chrome 129.0.0.0,,,04-10-2024 19:11:13,04-10-2024 19:11:14,0.653s,PASSED
"setText(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_username""), ""mohan"")",Chrome 129.0.0.0,,,04-10-2024 19:11:14,04-10-2024 19:11:15,0.666s,PASSED
"setText(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_password""), ""mohan"")",Chrome 129.0.0.0,,,04-10-2024 19:11:15,04-10-2024 19:11:15,0.662s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Need a user name and password_signon""))",Chrome 129.0.0.0,,,04-10-2024 19:11:15,04-10-2024 19:11:16,0.827s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/img""))",Chrome 129.0.0.0,,,04-10-2024 19:11:16,04-10-2024 19:11:17,0.552s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_FI-SW-01""))",Chrome 129.0.0.0,,,04-10-2024 19:11:17,04-10-2024 19:11:17,0.666s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_EST-1""))",Chrome 129.0.0.0,,,04-10-2024 19:11:17,04-10-2024 19:11:18,1.058s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Add to Cart""))",Chrome 129.0.0.0,,,04-10-2024 19:11:18,04-10-2024 19:11:19,0.581s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Proceed to Checkout""))",Chrome 129.0.0.0,,,04-10-2024 19:11:19,04-10-2024 19:11:20,0.604s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/input_Ship to different address_newOrder""))",Chrome 129.0.0.0,,,04-10-2024 19:11:20,04-10-2024 19:11:20,0.624s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Confirm""))",Chrome 129.0.0.0,,,04-10-2024 19:11:20,04-10-2024 19:11:21,0.561s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Return to Main Menu""))",Chrome 129.0.0.0,,,04-10-2024 19:11:21,04-10-2024 19:11:21,0.573s,PASSED
"click(findTestObject(""Object Repository/BrokenLocator/Page_JPetStore Demo/a_Sign Out""))",Chrome 129.0.0.0,,,04-10-2024 19:11:21,04-10-2024 19:11:22,1.113s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,04-10-2024 19:11:22,04-10-2024 19:11:23,0.204s,PASSED
